"","source_id","Target","new_id","link","pubdate","source","tweet","post_method","user_statuses","user_following","user_followers","user_created_at","user_bio","user_location","lang","Person or source","News_Source","City","Province","Country","CBC","TweetToCBC","TweetToNOTCBC","mean(TweetToCBC)"
"23644",13192,"cbc",37849,"https://twitter.com/SueCooperstock/statuses/910322157556830209",2017-09-19 22:58:00,"suecooperstock","rt @cbcnews: minister carolyn bennett urges conservatives to kick lynn beyak out of caucus https://t.co/mnwnernqfh #cdnpoli https://t.co/ys ","Twitter for iPhone",8136,324,334,"Fri Feb 08 23:33:46 +0000 2013","mental health, relational & energy psychology, dyslexia, democracy. header photo credit: my yo daughter - dyslexia rocks! (brickworks )","toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23712",13214,"cbc",6378,"https://twitter.com/SumayyahHuggin1/statuses/910152515878096896",2017-09-19 11:44:00,"sumayyahhuggin1","rt @cbckatie: trudeau says he wouldn\'t let other countries dictate how canada lets people into the country, won\'t tell the us how it should ","Twitter for Android",16,104,9,"Sun Jun 19 22:00:55 +0000 2016","self- love promoter    naturalistia   ",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23721",13223,"cbc",58241,"https://twitter.com/Sungmanitu58/statuses/909970893098676224",2017-09-18 23:42:00,"sungmanitu58","rt @cbcthenational: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/logdetse https://t ","Twitter for Android",145520,6780,6098,"Mon Sep 23 06:16:38 +0000 2013","the world has not shown enough #empathy #humanity to #oppressedsyrians for decades!  #endassad now! why do you let genocide continue?!","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23742",13233,"cbc",10890,"https://twitter.com/suntanguy/statuses/910180789211430912",2017-09-19 13:36:00,"suntanguy","rt @cbckatie: trudeau had been asked to provide some clarity about his own personal finances, family finances, and whether he\'s paying his ","Twitter for iPhone",3340,193,84,"Fri Sep 18 17:38:33 +0000 2015","a bitchy old fart but a good heart, what right is right and what is wrong is a sin... figure that out",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23745",13236,"cbc",67040,"https://twitter.com/supercrookedice/statuses/910186598628679680",2017-09-19 13:59:00,"supercrookedice","@jfgroves @fbreeze yes @bombardier  may as well be a crown corporation as is the @cbc money pit.","Twitter for Android",2686,119,109,"Thu Feb 28 21:36:58 +0000 2013","farmer, icemaker, avid bad golfer, political junkie, socialist/liberal pisseroffer.....",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23746",13237,"thecurrentcbc",84585,"https://twitter.com/supermarioelia/statuses/910345061501677568",2017-09-20 00:29:00,"supermarioelia","rt @thecurrentcbc: open letter signed by  doctors supports federal government tax changes. @ritikagoelto and @brennavelker debate. https ","Twitter Web Client",17395,843,1334,"Wed Mar 13 20:30:06 +0000 2013","family physician, writer @medicalpost, peer leader with @ontarioemrs. views are my own. @westernufamilymed, sports fan, https://t.co/msqixijze","london, on","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23754",13244,"cbc",45381,"https://twitter.com/SurferGirl684/statuses/909855571834220544",2017-09-18 16:04:00,"surfergirl684","rcmp investigation targets fentanyl shipments from china #cbc #bc https://t.co/ugsqmhosmb","SocialOomph",21170,3189,3725,"Thu May 10 16:39:15 +0000 2012","social media consultant who always says: life is too short to say what if! diehard #beachboys fan! part @bhivec.  what we do https://t.co/othnlcdis","victoria, bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23760",13247,"icbc",98852,"https://twitter.com/Surrey_Schools/statuses/909903837896626176",2017-09-18 19:15:00,"surrey_schools","rt @surreyrcmp: the ""think of me"" campaign is back in #surreybc this week - a visual reminder to drivers from kids at @surrey_schools @icbc ","Hootsuite",3728,1089,8120,"Thu Sep 29 22:05:53 +0000 2011","surrey schools provides public education to , early-learning, k- & adult students in surrey, b.c.  tweets by sheila reynolds & doug strachan.","surrey, b.c.","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23761",13247,"icbc",27214,"https://twitter.com/Surrey_Schools/statuses/910266671067099136",2017-09-19 19:17:00,"surrey_schools","rt @surreyrcmp: surrey rcmp launch school zone safety campaign with help from @surrey_schools @icbc @preventcrimes https://t.co/qfszyjowy ","Twitter Web Client",3732,1089,8122,"Thu Sep 29 22:05:53 +0000 2011","surrey schools provides public education to , early-learning, k- & adult students in surrey, b.c.  tweets by sheila reynolds & doug strachan.","surrey, b.c.","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23762",13247,"icbc",105059,"https://twitter.com/Surrey_Schools/statuses/910266671067099136",2017-09-19 19:17:00,"surrey_schools","rt @surreyrcmp: surrey rcmp launch school zone safety campaign with help from @surrey_schools @icbc @preventcrimes https://t.co/qfszyjowy ","Twitter Web Client",3732,1089,8122,"Thu Sep 29 22:05:53 +0000 2011","surrey schools provides public education to , early-learning, k- & adult students in surrey, b.c.  tweets by sheila reynolds & doug strachan.","surrey, b.c.","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23764",13249,"icbc",98831,"https://twitter.com/SurreyRCMP/statuses/909904647229493250",2017-09-18 19:19:00,"surreyrcmp","rt @preventcrimes: #volunteers supporting the ""think of me"" @icbc campaign with @surreyrcmp in #surreybc. #slowdown https://t.co/uggyni","Hootsuite",8105,1310,19026,"Thu Jun 21 18:19:35 +0000 2012","this account is not monitored /. to report a crime call  or non-emergency at --. terms of use: http://t.co/whjqmj","surrey, bc","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23765",13249,"icbc",84015,"https://twitter.com/SurreyRCMP/statuses/910255721073250307",2017-09-19 18:34:00,"surreyrcmp","rt @preventcrimes: volunteers supporting #distracteddrivingcampaign @icbc @cityofsurrey @surreyrcmp #surreybc #leavethephonealone @surreyno ","Hootsuite",8111,1310,19035,"Thu Jun 21 18:19:35 +0000 2012","this account is not monitored /. to report a crime call  or non-emergency at --. terms of use: http://t.co/whjqmj","surrey, bc","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23766",13249,"icbc",104767,"https://twitter.com/SurreyRCMP/statuses/910255721073250307",2017-09-19 18:34:00,"surreyrcmp","rt @preventcrimes: volunteers supporting #distracteddrivingcampaign @icbc @cityofsurrey @surreyrcmp #surreybc #leavethephonealone @surreyno ","Hootsuite",8110,1310,19034,"Thu Jun 21 18:19:35 +0000 2012","this account is not monitored /. to report a crime call  or non-emergency at --. terms of use: http://t.co/whjqmj","surrey, bc","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23767",13249,"icbc",104820,"https://twitter.com/SurreyRCMP/statuses/910259734598610944",2017-09-19 18:50:00,"surreyrcmp","surrey rcmp launch school zone safety campaign with help from @surrey_schools @icbc @preventcrimes  https://t.co/repvtdnkji","Hootsuite",8111,1310,19035,"Thu Jun 21 18:19:35 +0000 2012","this account is not monitored /. to report a crime call  or non-emergency at --. terms of use: http://t.co/whjqmj","surrey, bc","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23768",13249,"icbc",25678,"https://twitter.com/SurreyRCMP/statuses/910259734598610944",2017-09-19 18:50:00,"surreyrcmp","surrey rcmp launch school zone safety campaign with help from @surrey_schools @icbc @preventcrimes  https://t.co/repvtdnkji","Hootsuite",8111,1310,19036,"Thu Jun 21 18:19:35 +0000 2012","this account is not monitored /. to report a crime call  or non-emergency at --. terms of use: http://t.co/whjqmj","surrey, bc","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23777",13255,"heartlandoncbc",67793,"https://twitter.com/SusanHager123/statuses/910218205951660032",2017-09-19 16:05:00,"susanhager123","@heartlandoncbc @cbc @graham @amber_marshall baby has amy\'s (amber\'s) eyes! great match, heartland! sorry it\'s o  https://t.co/xdjgokkpte","Twitter for iPad",40,36,3,"Thu May 04 18:06:44 +0000 2017","child of god, adopted, wife to a devoted soldier, momma to  (+ angel) + meme to  grands,   my loyal boston terrier gus, fostered many kids.","tennessee, usa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23778",13256,"cbc",61508,"https://twitter.com/susanirenebrown/statuses/909842977073324033",2017-09-18 15:14:00,"susanirenebrown","looking forward to hearing @cathyndavidson talking about the new higher education on spark this week on @cbc! https://t.co/dwlihhkoq","Twitter Web Client",972,831,1170,"Tue Jun 23 16:27:48 +0000 2009","directs orlando project https://t.co/hswxsege; leads cwrc https://t.co/oxzdtxwxe; president csdh/schn https://t.co/yaesuzox.","u of guelph, u of alberta","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23802",13259,"cbc",16850,"https://twitter.com/susanlorr/statuses/910209514758078464",2017-09-19 15:30:00,"susanlorr","rt @cbcns: public invited to full regimental funeral for n.s. mountie killed in new brunswick https://t.co/ajjzzmxyw https://t.co/sxcevwi ","Twitter for iPhone",3317,250,189,"Wed Nov 14 19:11:47 +0000 2012","female, no clue about computers. like football and the vancouver canucks,(even though hockey is rigged!).","nova scotia, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23803",13260,"cbc",30427,"https://twitter.com/Susann_G/statuses/910285906040557569",2017-09-19 20:34:00,"susann_g","rt @cbcalerts: minister carolyn bennett urges conservatives to kick senator lynn beyak out of caucus: https://t.co/pqyabul #cdnpoli","Twitter for Android",16930,2215,1400,"Wed Apr 27 13:24:49 +0000 2011","write for ghosts. love oranges, travel, canadian folk music and green things.","canada\'s capital, sometimes","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23807",13264,"thecurrentcbc",83128,"https://twitter.com/susanwoolhouse/statuses/910153221515218944",2017-09-19 11:46:00,"susanwoolhouse","rt @monika_dutt: thoughtful conversation/debate on @thecurrentcbc with @brennavelker &amp; @ritikagoelto on md views of tax changes. tx both of ","Twitter for iPad",1254,313,275,"Sat Jul 07 16:04:47 +0000 2012","family doctor working @sriverdalechc and @refugeecentre. opinions all my own.","toronto, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23808",13265,"cbc",42623,"https://twitter.com/SusanYCui/statuses/909841260952915968",2017-09-18 15:07:00,"susanycui","rt @cbcpolitics: updated: justin trudeau, theresa may pledge cooperation on boeing, post-brexit trade deal https://t.co/ivsyer https:// ","Twitter for Android",166,140,63,"Mon Apr 24 17:26:43 +0000 2017","@uoft t | communications professional, origami lover, committee member @utaaconnected | politics, market enthusiast, arts & crafts, news #cdnpoli","toronto, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23812",13268,"cbc",60295,"https://twitter.com/susieseeker/statuses/909789856225562624",2017-09-18 11:42:00,"susieseeker","@therealvexacon @cbc you could read her books instead!","Twitter Web Client",61,80,4,"Sun May 28 10:59:25 +0000 2017",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23815",13271,"cbc",62313,"https://twitter.com/SusyTucker/statuses/909872511893962753",2017-09-18 17:11:00,"susytucker","@cbc  https://t.co/qtrvavaeb","Twitter for iPhone",1494,288,189,"Sat Jan 19 01:28:32 +0000 2013","i love my family, nature and white rock bc.  s.tucker.massage@gmail.com","white rock, british columbia","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23816",13272,"cbc",14937,"https://twitter.com/SutherlandProd/statuses/910203863143112705",2017-09-19 15:08:00,"sutherlandprod","rt @cbcedmonton: an #ableg committee voted against an ndp mla\'s proposal to squash the practice of changing clocks twice a year. https://t. ","Twitter Web Client",4171,677,321,"Tue May 06 16:05:33 +0000 2014","kent sutherland is an #arts/music lover & promoter in #edmonton, #euphonium player, #singer (#choral, opera, musical theatre, etc.), sometimes actor #yeg","edmonton, ab","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23820",13275,"cbc",84038,"https://twitter.com/SuzanneSmith905/statuses/910259208272191489",2017-09-19 18:48:00,"suzannesmith905","rt @cbcradio: how autistic savant daniel tammet sees language in numbers | more @thecurrentcbc: https://t.co/dqfmjcgq https://t.co/loytja ","Twitter for iPad",1057,277,92,"Sun Jul 26 15:44:25 +0000 2009","earthling","fonthill, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23824",13279,"cbc",61978,"https://twitter.com/SUZYKRCIVOJ/statuses/909862463193182209",2017-09-18 16:31:00,"suzykrcivoj","rt @jessi: my boys make their national television debut on today\'s season premiere of @cbcthegoods! their rider is insane. pm @cbc !! http ","Twitter Web Client",57498,1015,430,"Sat Apr 02 05:00:48 +0000 2011","arlene dickinson\'s #fangirl, canadian, debbie gibson\'s #debhead, demi lovato\'s #lovatic, music, movie and tv fan, \'s & \'s girl.","montreal, quebec","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23825",13279,"heartlandoncbc",66662,"https://twitter.com/SUZYKRCIVOJ/statuses/910170672483241984",2017-09-19 12:56:00,"suzykrcivoj","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter Web Client",57539,1016,430,"Sat Apr 02 05:00:48 +0000 2011","arlene dickinson\'s #fangirl, canadian, debbie gibson\'s #debhead, demi lovato\'s #lovatic, music, movie and tv fan, \'s & \'s girl.","montreal, quebec","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23826",13279,"cbc",66313,"https://twitter.com/SUZYKRCIVOJ/statuses/910161259038986242",2017-09-19 12:18:00,"suzykrcivoj","rt @cbcthegoods: pantyhose + onions? i guess we\'ll find out today at /: nt on @cbc!......#cbcthegoods #cbc #cbclife #produc  https: ","Twitter Web Client",57531,1015,430,"Sat Apr 02 05:00:48 +0000 2011","arlene dickinson\'s #fangirl, canadian, debbie gibson\'s #debhead, demi lovato\'s #lovatic, music, movie and tv fan, \'s & \'s girl.","montreal, quebec","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23827",13280,"icbc",96642,"https://twitter.com/svatulin/statuses/909821719979884545",2017-09-18 13:49:00,"svatulin","rt @vojtechgibis: nejv t í banka sv ta,  ínská icbc, je na  erné listin  usa. zeman ji táhne do nákupu vítkovic https://t.co/kvzpkzwpq htt ","Twitter for iPhone",9227,396,156,"Thu Sep 26 11:20:41 +0000 2013","v ichni d láme znouzectnost, ale málokdo si to uv domuje. já se k tomu otev en  p ihla uji.",NA,"cs","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23831",13284,"cbc",52069,"https://twitter.com/SvenSlider/statuses/909908193383534593",2017-09-18 19:33:00,"svenslider","@royalfamily @un @justintrudeau @realalexjones @cbcnews @globalnews @japangov @kremlinrussia_e @melaniatrump who am  https://t.co/ltkdpyz","Twitter Web Client",13412,207,174,"Sat Feb 16 17:09:32 +0000 2013","meta pharaoh king sunsetdawn x nibiru master of quantum exponential physics","peterborough ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23878",13304,"cbc",9354,"https://twitter.com/SweetReunion22/statuses/910167898475307008",2017-09-19 12:45:00,"sweetreunion22","rt @cbcpolitics: scheer: we\'ll fight tax changes every step of way pm: tories talk big, but they voted against mid class tax cut, canada ch ","Twitter for iPad",86485,820,1537,"Tue Dec 21 02:03:42 +0000 2010","wife, friend, daughter, dreamer, artist.......adam lambert is why i\'m here","under the northern lights can","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23890",13315,"cbc",17597,"https://twitter.com/Swk_72/statuses/910213416081661953",2017-09-19 15:46:00,"swk_72","cbc news trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules https://t.co/fypyzxekr","Hootsuite",10722,31,24,"Fri Oct 02 01:32:30 +0000 2009",NA,"st albert","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23899",13324,"heartlandoncbc",66843,"https://twitter.com/Sydney_victoria/statuses/910178853355687936",2017-09-19 13:28:00,"sydney_victoria","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for iPhone",3607,1097,454,"Mon Jul 13 13:55:11 +0000 2015",".| main ig: sydneyvictoria |photography is my passion              and i also have a passion for acting              |photography ig: sydney.photograph","ontario canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
